name,latitude,longitude,designation,states,description,activities,amenities
Blue Ridge Parkway,35.5657195274,-82.486484587,Parkway,"NC,VA","A Blue Ridge Parkway experience is unlike any other: a slow-paced and relaxing drive revealing stunning long-range vistas and close-up views of the rugged mountains and pastoral landscapes of the Appalachian Highlands. The Parkway meanders for 469 miles, protecting a diversity of plants and animals, and providing opportunities for enjoying all that makes this region of the country so special.","Arts and Culture, Live Music, Auto and ATV, Scenic Driving, Biking, Road Biking, Camping, Car or Front Country Camping, Fishing, Freshwater Fishing, Food, Picnicking, Hiking, Backcountry Hiking, Front-Country Hiking, Junior Ranger Program, Wildlife Watching, Shopping, Bookstore and Park Store",Accessible Rooms
Bluestone National Scenic River,37.56577087,-80.98366657,National Scenic River,WV,The Bluestone River and the rugged and ancient gorge it has carved is a richly diverse and scenic area of the southern Appalachians. Bluestone National Scenic River is preserved as a living landscape that provides an unspoiled experience for visitors and a haven for a variety of plants and animals. The park protects a 10.5-mile section of the Bluestone River in southern West Virginia.,"Biking, Mountain Biking, Boating, Fishing, Freshwater Fishing, Guided Tours, Hiking, Hunting and Gathering, Hunting, Paddling, Canoeing, Kayaking, Junior Ranger Program, Wildlife Watching, Birdwatching",Trailhead
Booker T Washington National Monument,37.11520539,-79.73185833,National Monument,VA,"Booker T. Washington was born a slave in April 1856 on the 207-acre farm of James Burroughs. After the Civil War, Washington became the first principal of Tuskegee Normal and Industrial School. Later as an adviser, author and orator, his past would influence his philosophies as the most influential African American of his era. Come explore his birthplace.","Arts and Culture, Craft Demonstrations, Cultural Demonstrations, Live Music, Food, Picnicking, Guided Tours, Self-Guided Tours - Walking, Hiking, Living History, Reenactments, Junior Ranger Program, Park Film, Museum Exhibits",Trailhead
Boston African American National Historic Site,42.35908295,-71.06764181,National Historic Site,MA,"Centered on the north slope of Beacon Hill, the African American community of 1800s Boston led the city and the nation in the fight against slavery and injustice. These remarkable men and women, together with their allies, were leaders in the Abolition Movement, the Underground Railroad, the Civil War, and the early struggle for equal rights and education.","Guided Tours, Self-Guided Tours - Walking, Junior Ranger Program, Museum Exhibits",Beach/Water Access
Boston Harbor Islands National Recreation Area,42.30905526,-70.93941138,National Recreation Area,MA,". . . where you can walk a Civil War-era fort, view historic lighthouses, explore tide pools, hike lush trails, camp under the stars, or relax while fishing, picnicking, or swimming—all within reach of downtown Boston. Youth programs, visitor services, research, wildlife management, and more are coordinated on the park's 34 islands and peninsulas by the Boston Harbor Islands Partnership.","Arts and Culture, Live Music, Boating, Camping, Backcountry Camping, Canoe or Kayak Camping, Fishing, Saltwater Fishing, Food, Dining, Picnicking, Guided Tours, Self-Guided Tours - Walking, Hiking, Living History, Paddling, Kayaking, Junior Ranger Program, Wildlife Watching, Birdwatching",Accessible Sites
Boston National Historical Park,42.36957407,-71.05536763,National Historical Park,MA,"Discover how one city could be the Cradle of Liberty, site of the first major battle of American Revolution, and home to many who espoused that freedom can be extended to all.","Fishing, Guided Tours, Self-Guided Tours - Walking, Junior Ranger Program, Museum Exhibits",Accessible Sites
Brices Cross Roads National Battlefield Site,34.50611958,-88.72889343,National Battlefield Site,MS,"The Confederate victory at Brices Cross Roads was a significant victory for Major General Nathan Bedford Forrest, but its long-term effect on the war proved costly for the Confederates.","Guided Tours, Self-Guided Tours - Walking, Self-Guided Tours - Auto",Accessible Rooms
Brown v. Board of Education National Historical Park,39.03787665,-95.67614437,National Historical Park,KS,"The path to equality has been anything but smooth. It's taken courage and dedication by everyday people coming together for a common goal to carry the country toward true equality. Parents, teachers, secretaries, welders, ministers, and students drove their communities, and the country along with them, toward justice in a series of often unsteady turns leading to the Brown v. Board decision.","Park Film, Museum Exhibits, Shopping, Bookstore and Park Store",Accessible Rooms
Bryce Canyon National Park,37.58399144,-112.1826689,National Park,UT,"Hoodoos (irregular columns of rock) exist on every continent, but here is the largest concentration found anywhere on Earth. Situated along a high plateau at the top of the Grand Staircase, the park's high elevations include numerous life communities, fantastic dark skies, and geological wonders that defy description.","Astronomy, Stargazing, Biking, Road Biking, Camping, Backcountry Camping, Car or Front Country Camping, Group Camping, RV Camping, Food, Dining, Picnicking, Guided Tours, Self-Guided Tours - Auto, Hands-On, Citizen Science, Hiking, Backcountry Hiking, Front-Country Hiking, Horse Trekking, Junior Ranger Program, Skiing, Cross-Country Skiing, Snowshoeing, Wildlife Watching, Birdwatching, Park Film, Museum Exhibits, Shopping, Bookstore and Park Store",ATM/Cash Machine
Buck Island Reef National Monument,17.81026717,-64.6222179,National Monument,VI,"Welcome to Buck Island! Before you come, please watch our 2014 Telly Award winning film ""Caribbean Gem."" Watching this will catch you up on 50+ years of National Park Service protection and civic engagement. Learn what we do every day to preserve this resource for Virgin Islanders and visitors alike. For the General Management Plan and Environmental Compliance, visit the News page.","Boating, Sailing, Hiking, Paddling, Kayaking, SCUBA Diving, Snorkeling, Swimming, Saltwater Swimming, Wildlife Watching, Birdwatching",
Buffalo National River,36.04116481,-92.90761584,National River,AR,"Established in 1972, Buffalo National River flows freely for 135 miles and is one of the few remaining undammed rivers in the lower 48 states. Once you arrive, prepare to journey from running rapids to quiet pools while surrounded by massive bluffs as you cruise through the Ozark Mountains down to the White River.","Camping, Backcountry Camping, Caving, Fishing, Freshwater Fishing, Food, Dining, Picnicking, Guided Tours, Hiking, Backcountry Hiking, Off-Trail Permitted Hiking, Horse Trekking, Horse Camping (see also camping), Horseback Riding, Hunting and Gathering, Paddling, Canoeing, Canoe or Kayak Camping, Kayaking, Junior Ranger Program, Swimming, Freshwater Swimming, Wildlife Watching, Park Film, Shopping, Bookstore and Park Store",Amphitheater
Butterfield Overland National Historic Trail,32.2768237589,-106.796583304,National Historic Trail,"MO,AR,OK,TX,NM,AZ,CA","In 1857, businessman and transportation entrepreneur John Butterfield was awarded a contract to establish an overland mail route between the eastern United States and growing populations in the Far West. What became known as the Butterfield Overland Trail made an arcing sweep across the southern rim of the country. Stagecoaches left twice a week carrying passengers, freight, and mail.",,Benches/Seating
Cabrillo National Monument,32.6722503,-117.2415985,National Monument,CA,"In 1542, Juan Rodriguez Cabrillo climbed out of his boat and onto shore, becoming the first European to set foot on what is now the West Coast of the United States. Cabrillo National Monument not only tells the story of this 16th-century exploration but also houses a wealth of cultural and natural resources. Join us and embark on your own Voyage of Exploration.","Biking, Road Biking, Hiking, Living History, Reenactments, Historic Weapons Demonstration, First Person Interpretation, Junior Ranger Program, Wildlife Watching, Birdwatching, Park Film, Museum Exhibits, Shopping, Bookstore and Park Store, Gift Shop and Souvenirs",Accessible Sites
California National Historic Trail,42.3999643979,-108.702415369,National Historic Trail,"CA,CO,ID,KS,MO,NE,NV,OR,UT,WY","Follow in the footsteps of over 250,000 emigrants who traveled to the gold fields and rich farmlands of California during the 1840s and 1850s: the greatest mass migration in American history. The California National Historic Trail is over 5,000 miles long and covers portions of 10 states. Step into history along more than 1,000 miles of ruts and traces from travelers and their overland wagons.","Auto and ATV, Scenic Driving, Guided Tours, Self-Guided Tours - Auto, Hiking, Horse Trekking, Horseback Riding, Junior Ranger Program, Museum Exhibits",Accessible Rooms
Camp Nelson National Monument,37.7970179913,-84.598168306,National Monument,KY,The US Army established Camp Nelson as a fortified supply depot in April 1863. Over the next 3 years. the site evolved into a massive recruitment and training center for United States Colored Troops and a refugee camp for their families. It served as a shelter for civilians fleeing war and for enslaved people hoping to secure their freedom and aid in the destruction of slavery.,"Hiking, Front-Country Hiking, Junior Ranger Program, Park Film, Museum Exhibits",
Canaveral National Seashore,28.78637529,-80.75419576,National Seashore,FL,"Reflect on the barrier island which is composed of dune, hammock, and lagoon habitat. Explore ancient Timucua shell mounds. Experience the sanctuary that is provided for thousands of species of plants and animals that call Canaveral National Seashore home.","Boating, Camping, Backcountry Camping, Canoe or Kayak Camping, Group Camping, Fishing, Guided Tours, Hiking, Horse Trekking, Horseback Riding, Paddling, Junior Ranger Program, Surfing, Swimming, Saltwater Swimming, Wildlife Watching, Birdwatching, Park Film, Museum Exhibits, Shopping, Gift Shop and Souvenirs",Accessible Rooms
Cane River Creole National Historical Park,31.65408447,-93.00131977,National Historical Park,LA,"The Cane River region is home to a unique culture; the Creoles. Generations of the same families of workers, enslaved and tenant, and owners lived on these lands for over 200 years. The park tells their stories and preserves the cultural landscape of Oakland and Magnolia Plantations, two of the most intact Creole cotton plantations in the United States.","Arts and Culture, Food, Picnicking, Guided Tours, Self-Guided Tours - Walking, Junior Ranger Program",Accessible Rooms
Canyon de Chelly National Monument,36.14319567,-109.3388303,National Monument,AZ,"This canyon is home to Diné families who raise livestock, farmlands, and live here. People have lived in these canyons for nearly 5,000 years, which is longer than anyone has lived continuously on the Colorado Plateau. In this place called Tsegi, their homes and images tell us their stories. Today, the park and Navajo Nation work together to manage the rich cultural and natural resources.","Auto and ATV, Scenic Driving, Camping, Guided Tours, Hiking, Junior Ranger Program, Shopping, Bookstore and Park Store",
Canyonlands National Park,38.24555783,-109.8801624,National Park,UT,"Canyonlands invites you to explore a wilderness of countless canyons and fantastically formed buttes carved by the Colorado River and its tributaries. Rivers divide the park into four districts: Island in the Sky, The Needles, The Maze, and the rivers themselves. These areas share a primitive desert atmosphere, but each offers different opportunities for sightseeing and adventure.","Astronomy, Stargazing, Biking, Boating, Camping, Backcountry Camping, Car or Front Country Camping, Group Camping, Climbing, Rock Climbing, Guided Tours, Boat Tour, Hiking, Horse Trekking, Horseback Riding, Paddling, Canoe or Kayak Camping, Whitewater Rafting, Junior Ranger Program, Park Film, Shopping, Bookstore and Park Store",Historical/Interpretive Information/Exhibits
